testdate,expression,movement,quality,benchmarkpct,player_id
24/07/2024,dynamic,upper body,push,0.485,10
30/07/2024,isometric,agility,rotate,0.286,22
04/08/2024,dynamic,sprint,acceleration,0.428,22
09/08/2024,isometric,sprint,max velocity,0.756,22
11/08/2024,isometric,agility,rotate,0.384,10
12/08/2024,isometric,upper body,push,0.96,22
15/08/2024,isometric,sprint,max velocity,0.756,7
28/08/2024,isometric,agility,deceleration,0.95,10
03/09/2024,dynamic,sprint,acceleration,0.428,7
06/09/2024,isometric,agility,acceleration,0.7275,7
07/09/2024,dynamic,sprint,max velocity,0.688,22
14/09/2024,isometric,jump,land,0.368,22
15/09/2024,isometric,upper body,grapple,0.6315,22
03/10/2024,isometric,jump,pre-load,0.6925,7
03/10/2024,dynamic,sprint,acceleration,0.494,10
16/10/2024,dynamic,jump,pre-load,0.5375,22
17/10/2024,isometric,jump,land,0.426,22
28/10/2024,dynamic,jump,land,0.666,7
28/10/2024,isometric,jump,take off,0.444,10
29/10/2024,dynamic,jump,take off,0.69,7
29/10/2024,isometric,upper body,pull,88.9,22
08/11/2024,dynamic,sprint,max velocity,0.64,7
15/11/2024,dynamic,sprint,max velocity,0.6635,22
26/11/2024,isometric,upper body,pull,89.6,10
27/11/2024,isometric,upper body,push,0.876,7
03/12/2024,isometric,jump,pre-load,0.796,22
05/12/2024,isometric,agility,acceleration,0.796,22
06/12/2024,isometric,jump,pre-load,0.796,22
11/12/2024,isometric,sprint,max velocity,0.685,22
30/12/2024,dynamic,upper body,pull,0.856,7
07/01/2025,dynamic,jump,take off,0.675,22
15/01/2025,isometric,upper body,pull,0.46,7
17/01/2025,isometric,jump,land,0.46,22
21/01/2025,isometric,agility,deceleration,0.955,7
26/01/2025,isometric,sprint,acceleration,0.7475,7
01/02/2025,dynamic,agility,acceleration,0.4965,22
06/02/2025,isometric,upper body,grapple,0.6415,22
13/02/2025,isometric,jump,land,0.397,22
23/02/2025,dynamic,sprint,max velocity,0.6495,22
28/02/2025,dynamic,agility,deceleration,0.87,10
04/07/2023,isometric,upper body,grapple,59.5,22
05/07/2023,isometric,jump,land,85.8,22
12/07/2023,dynamic,jump,take off,0.74,22
14/07/2023,isometric,upper body,pull,75.7,7
16/07/2023,isometric,agility,deceleration,0.781,22
28/07/2023,isometric,upper body,grapple,91.3,7
02/08/2023,dynamic,sprint,max velocity,0.67,7
11/08/2023,isometric,jump,pre-load,87.4,7
13/08/2023,dynamic,agility,acceleration,0.358,7
21/08/2023,dynamic,agility,deceleration,0.87,10
18/09/2023,isometric,upper body,pull,81.3,22
23/09/2023,isometric,upper body,push,91.1,7
01/10/2023,isometric,upper body,push,91.0,22
06/10/2023,dynamic,sprint,acceleration,0.4305,7
08/10/2023,isometric,agility,deceleration,1.0395,10
08/10/2023,dynamic,sprint,acceleration,0.4305,7
09/10/2023,dynamic,upper body,push,0.4305,22
10/10/2023,isometric,agility,deceleration,1.0395,22
14/10/2023,dynamic,agility,deceleration,0.871,10
26/10/2023,isometric,jump,pre-load,0.52,22
04/11/2023,dynamic,sprint,max velocity,0.6475,22
07/11/2023,isometric,jump,pre-load,0.52,7
09/11/2023,isometric,sprint,acceleration,0.52,22
13/11/2023,isometric,upper body,grapple,105.2,7
27/11/2023,dynamic,jump,take off,0.631,10
20/12/2023,isometric,jump,land,96.9,22
18/01/2024,isometric,jump,pre-load,0.52,7
18/01/2024,dynamic,agility,deceleration,0.879,22
27/02/2024,isometric,upper body,push,0.704,7
28/02/2024,isometric,jump,land,92.2,10
29/02/2024,isometric,agility,acceleration,0.52,7
19/03/2024,isometric,agility,acceleration,0.52,22
26/03/2024,isometric,upper body,grapple,80.5,7
02/05/2024,dynamic,sprint,acceleration,0.43,22
03/05/2024,isometric,agility,deceleration,1.1365,10
04/05/2024,isometric,agility,acceleration,0.52,7
11/05/2024,isometric,upper body,grapple,79.3,22
15/05/2024,isometric,jump,pre-load,0.49,22
04/06/2024,dynamic,jump,pre-load,0.4655,22
06/06/2024,isometric,jump,land,96.0,7
06/06/2024,dynamic,jump,pre-load,0.4655,7
08/06/2024,isometric,agility,acceleration,0.49,7
10/06/2024,dynamic,jump,take off,0.62,10
11/06/2024,isometric,sprint,acceleration,0.49,22
28/06/2024,dynamic,sprint,max velocity,0.625,22
11/07/2024,isometric,agility,rotate,88.0,10
19/07/2024,dynamic,upper body,pull,0.858,10
20/07/2024,dynamic,jump,take off,0.7,7
26/07/2024,isometric,agility,rotate,0.278,7
31/07/2024,isometric,sprint,max velocity,0.756,7
08/08/2024,isometric,agility,deceleration,1.0305,7
08/08/2024,isometric,sprint,acceleration,0.7305,7
12/08/2024,isometric,upper body,grapple,0.384,7
20/08/2024,dynamic,jump,pre-load,0.5095,10
23/08/2024,dynamic,sprint,max velocity,0.6795,10
24/08/2024,isometric,upper body,push,0.96,10
31/08/2024,isometric,jump,land,0.363,22
02/09/2024,isometric,sprint,acceleration,0.731,22
14/09/2024,isometric,upper body,pull,92.5,7
16/09/2024,dynamic,sprint,max velocity,0.678,10
17/09/2024,isometric,agility,deceleration,0.8825,22
26/09/2024,dynamic,upper body,pull,0.896,22
29/09/2024,isometric,jump,take off,0.426,10
30/09/2024,isometric,upper body,push,0.936,22
01/10/2024,isometric,agility,rotate,0.65,22
11/10/2024,isometric,sprint,max velocity,0.6975,10
17/10/2024,dynamic,upper body,push,0.498,22
22/10/2024,dynamic,agility,deceleration,0.88,10
22/10/2024,isometric,agility,deceleration,0.86,22
30/10/2024,dynamic,agility,deceleration,0.88,10
07/11/2024,isometric,sprint,max velocity,0.68,22
12/11/2024,dynamic,agility,deceleration,0.88,22
13/11/2024,isometric,jump,pre-load,0.7515,10
14/11/2024,isometric,jump,take off,0.39,22
15/11/2024,isometric,jump,take off,0.39,10
16/11/2024,isometric,jump,pre-load,0.7515,10
18/11/2024,dynamic,jump,land,0.666,22
21/11/2024,isometric,sprint,max velocity,0.6325,7
22/11/2024,isometric,sprint,max velocity,0.6325,22
23/11/2024,dynamic,jump,take off,0.69,7
25/11/2024,isometric,jump,pre-load,0.799,7
02/12/2024,isometric,jump,take off,0.42,22
05/12/2024,isometric,jump,land,0.42,7
08/12/2024,dynamic,jump,take off,0.6955,10
08/12/2024,isometric,upper body,grapple,0.681,10
09/12/2024,dynamic,agility,acceleration,0.498,7
11/12/2024,isometric,jump,land,0.4,10
14/12/2024,dynamic,upper body,push,0.498,22
14/12/2024,isometric,sprint,acceleration,0.796,10
17/12/2024,isometric,upper body,grapple,0.68,7
19/12/2024,isometric,upper body,push,0.876,22
06/01/2025,isometric,upper body,grapple,0.6705,10
08/01/2025,dynamic,jump,land,0.7365,22
13/01/2025,isometric,jump,pre-load,0.79,7
15/01/2025,dynamic,jump,land,0.7365,10
02/02/2025,dynamic,upper body,push,0.4965,22
16/02/2025,isometric,agility,deceleration,0.958,22
21/02/2025,isometric,jump,take off,0.3955,10
22/02/2025,isometric,jump,take off,0.3955,22
27/02/2025,dynamic,sprint,acceleration,0.495,22
02/03/2025,isometric,upper body,push,0.9555,7
04/03/2025,dynamic,upper body,pull,0.88,7
07/03/2025,dynamic,sprint,max velocity,0.6495,7
08/03/2025,isometric,sprint,acceleration,0.787,7
09/07/2023,dynamic,upper body,push,0.32,7
09/07/2023,dynamic,agility,acceleration,0.32,7
12/07/2023,dynamic,upper body,push,0.336,10
13/07/2023,dynamic,agility,acceleration,0.336,7
17/07/2023,isometric,upper body,push,99.8,22
28/07/2023,isometric,sprint,max velocity,74.9,10
03/08/2023,dynamic,agility,deceleration,0.8525,22
05/08/2023,dynamic,jump,land,0.6975,7
08/08/2023,dynamic,sprint,acceleration,0.37,7
11/08/2023,isometric,jump,take off,104.0,22
23/08/2023,isometric,agility,deceleration,1.0395,22
28/08/2023,dynamic,agility,deceleration,0.877,22
12/09/2023,dynamic,sprint,max velocity,0.5845,10
18/09/2023,dynamic,agility,deceleration,0.877,7
21/09/2023,dynamic,upper body,pull,0.871,22
21/09/2023,isometric,upper body,push,99.7,7
23/09/2023,dynamic,jump,land,0.69,22
26/09/2023,isometric,sprint,acceleration,0.52,7
14/10/2023,dynamic,jump,land,0.6615,10
28/10/2023,isometric,agility,deceleration,1.038,7
31/10/2023,isometric,agility,rotate,69.5,22
03/11/2023,isometric,jump,land,113.5,7
12/11/2023,isometric,agility,acceleration,0.52,10
15/11/2023,isometric,upper body,push,0.67,10
16/11/2023,isometric,sprint,max velocity,93.2,7
30/11/2023,isometric,jump,pre-load,0.52,22
01/12/2023,isometric,agility,acceleration,0.52,10
09/12/2023,dynamic,upper body,push,0.43,10
10/12/2023,isometric,jump,land,85.2,7
15/12/2023,isometric,upper body,pull,95.2,10
18/12/2023,dynamic,upper body,pull,0.87,10
18/12/2023,isometric,upper body,pull,80.2,22
19/12/2023,isometric,jump,pre-load,0.52,22
01/01/2024,isometric,sprint,max velocity,95.5,22
07/01/2024,isometric,agility,acceleration,0.52,7
13/01/2024,dynamic,jump,take off,0.625,10
13/01/2024,isometric,agility,deceleration,1.138,7
17/01/2024,isometric,jump,land,82.1,10
20/01/2024,isometric,agility,acceleration,0.52,10
01/02/2024,isometric,agility,deceleration,1.138,10
04/02/2024,dynamic,sprint,acceleration,0.4445,22
05/02/2024,dynamic,sprint,acceleration,0.4445,7
11/02/2024,isometric,jump,pre-load,0.52,7
13/02/2024,isometric,upper body,pull,110.2,10
20/02/2024,isometric,sprint,acceleration,0.52,7
03/03/2024,dynamic,upper body,pull,0.89,22
20/03/2024,dynamic,sprint,acceleration,0.4445,7
04/04/2024,isometric,upper body,pull,90.6,10
05/04/2024,isometric,sprint,max velocity,96.5,22
27/04/2024,isometric,jump,pre-load,0.52,22
29/04/2024,isometric,upper body,pull,82.1,10
29/04/2024,dynamic,sprint,acceleration,0.43,7
29/05/2024,isometric,agility,rotate,98.2,10
04/06/2024,dynamic,upper body,pull,0.876,7
06/06/2024,isometric,agility,deceleration,1.1365,7
10/06/2024,isometric,upper body,pull,89.9,22
15/06/2024,dynamic,upper body,pull,0.89,10
20/06/2024,isometric,upper body,grapple,75.9,22
24/06/2024,dynamic,jump,take off,0.639,10
27/06/2024,dynamic,sprint,acceleration,0.436,10
07/07/2024,isometric,sprint,acceleration,0.46,22
15/07/2024,isometric,agility,deceleration,1.0365,10
02/08/2024,dynamic,jump,pre-load,0.484,10
03/08/2024,isometric,agility,rotate,0.384,7
07/08/2024,dynamic,sprint,acceleration,0.428,10
11/08/2024,dynamic,jump,pre-load,0.5095,10
12/08/2024,dynamic,sprint,acceleration,0.428,22
15/08/2024,isometric,sprint,acceleration,0.7305,22
17/08/2024,isometric,upper body,push,0.96,10
25/08/2024,dynamic,jump,pre-load,0.4795,7
03/09/2024,dynamic,agility,deceleration,0.9,7
14/09/2024,dynamic,agility,acceleration,0.4955,22
18/09/2024,dynamic,sprint,max velocity,0.6765,10
05/10/2024,isometric,upper body,pull,87.6,10
07/10/2024,isometric,sprint,acceleration,0.6925,7
14/10/2024,dynamic,agility,deceleration,0.868,7
15/10/2024,dynamic,agility,deceleration,0.868,7
16/10/2024,dynamic,sprint,max velocity,0.67,22
29/10/2024,dynamic,upper body,push,0.486,10
02/11/2024,isometric,upper body,pull,109.3,22
07/11/2024,isometric,sprint,acceleration,0.677,10
21/11/2024,dynamic,upper body,push,0.47,22
29/11/2024,dynamic,jump,land,0.728,10
04/12/2024,isometric,agility,rotate,0.6805,7
20/12/2024,dynamic,jump,take off,0.69,7
23/12/2024,dynamic,jump,pre-load,0.5305,7
24/12/2024,dynamic,upper body,pull,0.876,22
13/01/2025,isometric,upper body,grapple,0.6675,7
02/02/2025,isometric,agility,rotate,0.6445,10
11/02/2025,isometric,jump,take off,0.397,22
25/02/2025,dynamic,jump,pre-load,0.4915,10
25/02/2025,isometric,agility,acceleration,0.79,22
06/03/2025,dynamic,jump,pre-load,0.5225,10
09/03/2025,dynamic,agility,acceleration,0.495,10
14/07/2023,dynamic,jump,land,0.702,22
18/07/2023,isometric,agility,rotate,98.6,22
20/07/2023,dynamic,upper body,push,0.33,7
30/07/2023,isometric,sprint,max velocity,86.2,7
10/08/2023,dynamic,sprint,acceleration,0.358,10
13/08/2023,dynamic,upper body,pull,0.8695,10
14/08/2023,isometric,jump,land,71.3,10
16/08/2023,dynamic,jump,pre-load,0.522,22
16/08/2023,isometric,jump,take off,81.7,22
18/08/2023,dynamic,upper body,pull,0.868,7
26/08/2023,isometric,upper body,push,75.9,10
27/08/2023,isometric,sprint,acceleration,0.52,7
30/08/2023,dynamic,sprint,acceleration,0.3945,22
05/09/2023,isometric,upper body,push,71.5,22
08/09/2023,isometric,sprint,acceleration,0.52,22
09/09/2023,isometric,agility,rotate,97.9,7
15/09/2023,isometric,agility,deceleration,1.0395,22
17/09/2023,dynamic,agility,deceleration,0.877,10
19/09/2023,dynamic,agility,deceleration,0.871,7
28/09/2023,isometric,upper body,grapple,90.6,22
02/10/2023,dynamic,upper body,pull,0.871,7
15/10/2023,isometric,jump,pre-load,0.52,7
30/10/2023,isometric,agility,acceleration,0.52,22
02/11/2023,dynamic,upper body,pull,0.871,22
10/11/2023,dynamic,agility,deceleration,0.871,7
26/11/2023,dynamic,jump,land,0.69,7
06/12/2023,isometric,jump,land,108.0,22
21/12/2023,isometric,agility,deceleration,1.112,10
22/12/2023,dynamic,sprint,acceleration,0.43,7
25/12/2023,dynamic,upper body,push,0.43,7
28/12/2023,dynamic,upper body,push,0.426,10
31/12/2023,isometric,sprint,acceleration,0.52,22
04/01/2024,dynamic,upper body,push,0.426,22
08/01/2024,dynamic,jump,land,0.69,10
19/01/2024,isometric,upper body,grapple,80.0,22
19/01/2024,isometric,agility,rotate,90.0,22
21/01/2024,isometric,jump,take off,76.1,7
03/02/2024,dynamic,sprint,acceleration,0.4445,7
15/02/2024,isometric,upper body,grapple,84.1,7
18/02/2024,dynamic,sprint,max velocity,0.637,10
20/02/2024,isometric,upper body,grapple,87.8,22
23/02/2024,dynamic,jump,pre-load,0.479,22
24/02/2024,isometric,agility,deceleration,1.148,7
26/02/2024,dynamic,agility,acceleration,0.4445,7
01/03/2024,dynamic,sprint,max velocity,0.637,10
02/03/2024,isometric,jump,take off,86.3,22
28/03/2024,isometric,upper body,grapple,90.5,10
29/03/2024,isometric,upper body,pull,99.7,22
08/05/2024,dynamic,upper body,pull,0.89,10
11/05/2024,dynamic,agility,deceleration,0.876,7
02/06/2024,dynamic,upper body,push,0.43,10
06/06/2024,dynamic,upper body,pull,0.876,10
10/06/2024,isometric,sprint,max velocity,0.1995,7
11/06/2024,dynamic,upper body,pull,0.876,22
18/06/2024,dynamic,jump,pre-load,0.4655,22
21/06/2024,isometric,sprint,acceleration,0.49,7
26/06/2024,dynamic,jump,pre-load,0.4655,10
04/07/2024,isometric,jump,take off,0.1,10
04/07/2024,isometric,sprint,max velocity,0.34,10
07/07/2024,dynamic,agility,acceleration,0.43,22
12/07/2024,isometric,upper body,push,0.922,10
14/07/2024,dynamic,agility,deceleration,0.894,22
17/07/2024,dynamic,upper body,push,0.488,10
28/07/2024,isometric,upper body,grapple,0.278,7
14/08/2024,dynamic,agility,acceleration,0.428,7
16/08/2024,isometric,jump,land,0.363,22
16/08/2024,isometric,sprint,acceleration,0.7305,22
26/08/2024,isometric,agility,acceleration,0.7305,7
14/09/2024,dynamic,jump,take off,0.7185,7
26/09/2024,dynamic,jump,land,0.648,10
27/09/2024,isometric,agility,rotate,0.627,7
05/10/2024,isometric,jump,land,0.426,22
14/10/2024,isometric,upper body,push,0.936,7
16/10/2024,dynamic,jump,take off,0.7165,22
19/10/2024,dynamic,jump,take off,0.7165,22
25/10/2024,isometric,agility,deceleration,0.8515,10
02/11/2024,dynamic,agility,acceleration,0.486,10
26/11/2024,isometric,jump,land,0.438,10
05/12/2024,dynamic,upper body,pull,0.876,10
07/12/2024,isometric,upper body,push,0.876,7
08/12/2024,dynamic,agility,deceleration,0.876,10
18/12/2024,isometric,jump,land,0.4,7
24/12/2024,dynamic,agility,acceleration,0.498,10
28/12/2024,dynamic,jump,take off,0.69,10
29/12/2024,isometric,upper body,grapple,0.6705,22
04/01/2025,isometric,sprint,max velocity,0.67,7
16/01/2025,isometric,jump,land,0.46,22
19/01/2025,isometric,sprint,max velocity,0.749,10
23/01/2025,isometric,upper body,push,0.918,7
23/01/2025,isometric,agility,rotate,0.6675,10
27/01/2025,dynamic,agility,deceleration,0.853,22
29/01/2025,dynamic,agility,deceleration,0.873,7
14/02/2025,dynamic,jump,pre-load,0.5225,22
16/02/2025,dynamic,jump,land,0.735,10
17/02/2025,dynamic,jump,land,0.745,10
19/02/2025,isometric,agility,acceleration,0.787,10
22/02/2025,dynamic,agility,acceleration,0.495,7
25/02/2025,dynamic,upper body,push,0.495,22
06/07/2023,dynamic,jump,pre-load,0.5835,22
11/07/2023,isometric,jump,pre-load,98.7,10
20/07/2023,isometric,upper body,push,82.3,22
26/07/2023,isometric,jump,pre-load,89.7,7
31/07/2023,isometric,upper body,grapple,97.9,10
06/08/2023,isometric,jump,pre-load,100.4,10
06/08/2023,isometric,agility,deceleration,0.9525,10
10/08/2023,isometric,jump,pre-load,83.4,7
10/08/2023,dynamic,sprint,max velocity,0.67,10
31/08/2023,dynamic,agility,deceleration,0.877,10
31/08/2023,isometric,sprint,max velocity,97.1,10
14/09/2023,dynamic,upper body,push,0.388,10
16/09/2023,dynamic,sprint,acceleration,0.388,22
07/10/2023,dynamic,jump,pre-load,0.564,10
12/10/2023,isometric,sprint,max velocity,93.3,7
26/10/2023,dynamic,upper body,pull,0.871,10
31/10/2023,isometric,upper body,push,0.67,10
04/11/2023,isometric,agility,deceleration,1.038,22
14/11/2023,dynamic,agility,acceleration,0.43,10
21/11/2023,isometric,agility,deceleration,1.038,22
30/11/2023,isometric,agility,acceleration,0.52,7
02/12/2023,isometric,jump,pre-load,0.52,22
03/12/2023,isometric,upper body,push,0.67,10
05/12/2023,dynamic,sprint,max velocity,0.6475,7
21/12/2023,isometric,upper body,push,0.664,10
23/12/2023,dynamic,upper body,push,0.43,22
24/12/2023,dynamic,jump,pre-load,0.484,7
26/12/2023,isometric,agility,acceleration,0.52,7
16/01/2024,isometric,upper body,push,0.687,22
19/01/2024,isometric,upper body,pull,79.3,22
22/01/2024,isometric,upper body,pull,98.0,7
26/01/2024,isometric,jump,pre-load,0.52,7
27/01/2024,isometric,agility,rotate,91.5,22
01/02/2024,isometric,agility,rotate,72.6,10
07/02/2024,dynamic,upper body,pull,0.89,7
12/02/2024,isometric,jump,take off,87.1,22
07/03/2024,isometric,upper body,grapple,90.4,10
17/03/2024,dynamic,agility,deceleration,0.89,7
22/03/2024,dynamic,upper body,push,0.4445,7
22/03/2024,dynamic,agility,deceleration,0.89,22
23/03/2024,isometric,sprint,acceleration,0.52,10
23/03/2024,isometric,sprint,max velocity,83.9,7
24/03/2024,isometric,jump,land,102.3,10
03/04/2024,isometric,sprint,acceleration,0.52,10
05/04/2024,dynamic,upper body,pull,0.89,7
06/04/2024,isometric,jump,pre-load,0.52,10
12/04/2024,isometric,agility,acceleration,0.52,7
21/04/2024,isometric,jump,pre-load,0.52,10
24/04/2024,isometric,upper body,push,0.704,7
07/05/2024,isometric,sprint,acceleration,0.52,22
09/05/2024,isometric,agility,rotate,102.6,7
14/05/2024,isometric,jump,land,86.2,7
16/05/2024,isometric,sprint,max velocity,0.1995,7
18/05/2024,dynamic,agility,acceleration,0.43,10
23/05/2024,isometric,agility,deceleration,1.1365,22
26/05/2024,dynamic,agility,acceleration,0.43,10
28/05/2024,isometric,jump,land,85.1,10
29/05/2024,isometric,sprint,max velocity,0.1995,7
15/06/2024,dynamic,agility,deceleration,0.89,10
16/06/2024,dynamic,sprint,acceleration,0.43,7
18/06/2024,dynamic,agility,deceleration,0.89,22
28/06/2024,dynamic,agility,deceleration,0.89,10
30/06/2024,isometric,sprint,acceleration,0.49,10
01/07/2024,isometric,sprint,acceleration,0.46,10
05/07/2024,isometric,agility,acceleration,0.46,7
06/07/2024,dynamic,sprint,acceleration,0.43,7
15/07/2024,dynamic,agility,acceleration,0.488,10
24/07/2024,isometric,agility,deceleration,1.035,10
06/08/2024,isometric,jump,land,0.372,22
20/08/2024,isometric,agility,rotate,0.3585,22
21/08/2024,isometric,agility,deceleration,0.9045,22
02/09/2024,isometric,upper body,push,0.945,22
10/09/2024,isometric,upper body,push,0.936,22
15/09/2024,isometric,jump,pre-load,0.7275,7
21/09/2024,dynamic,upper body,pull,0.9,22
27/09/2024,dynamic,jump,take off,0.6955,22
28/09/2024,dynamic,jump,land,0.648,10
01/10/2024,dynamic,jump,pre-load,0.57,7
02/10/2024,isometric,agility,deceleration,0.86,22
23/11/2024,dynamic,sprint,max velocity,0.662,22
28/11/2024,dynamic,jump,take off,0.69,22
13/12/2024,dynamic,agility,acceleration,0.498,10
19/12/2024,dynamic,jump,take off,0.69,10
03/01/2025,isometric,jump,take off,0.42,10
13/01/2025,isometric,upper body,pull,0.46,22
14/01/2025,isometric,jump,pre-load,0.79,10
14/01/2025,dynamic,upper body,push,0.5,22
16/01/2025,isometric,agility,acceleration,0.79,7
26/01/2025,dynamic,sprint,max velocity,0.667,22
29/01/2025,isometric,upper body,pull,0.4525,10
29/01/2025,dynamic,sprint,acceleration,0.493,7
30/01/2025,isometric,jump,take off,0.4495,22
04/02/2025,dynamic,upper body,push,0.4965,7
16/02/2025,dynamic,jump,take off,0.68,7
17/02/2025,dynamic,agility,deceleration,0.87,7
01/03/2025,isometric,jump,take off,0.3955,22
05/03/2025,isometric,jump,pre-load,0.787,10
